DOI	year	code
10.1145/3343413.3377993	2020	application;technology;conversational agents
10.1145/3343413.3377992	2020	design;method;content analysis
10.1145/3343413.3377992	2020	design;type;experimental
10.1145/3343413.3377992	2020	annotator;vivien
10.1145/3343413.3377992	2020	design;method;data analysis
10.1145/3343413.3377992	2020	document;genre;domain-agnostic
10.1145/3343413.3377991	2020	design;method;interview
10.1145/3343413.3377991	2020	design;type;experimental
10.1145/3343413.3377991	2020	task;work;education
10.1145/3343413.3377991	2020	annotator;vivien
10.1145/3343413.3377991	2020	design;method;screen recording
10.1145/3343413.3377990	2020	design;method;questionnaire
10.1145/3343413.3377990	2020	design;method;eye-tracking
10.1145/3343413.3377990	2020	design;type;experimental
10.1145/3343413.3377990	2020	annotator;maria
10.1145/3343413.3377990	2020	application;device;mobile search
10.1145/3343413.3377990	2020	application;feature;search engines;advertisement
10.1145/3343413.3377988	2020	design;type;experimental
10.1145/3343413.3377988	2020	annotator;vivien
10.1145/3343413.3377988	2020	design;method;data analysis
10.1145/3343413.3377988	2020	application;feature;real-time summarization
10.1145/3343413.3377987	2020	design;method;content analysis
10.1145/3343413.3377987	2020	annotator;maria
10.1145/3343413.3377987	2020	design;method;crawling
10.1145/3343413.3377987	2020	design;type;experimental
10.1145/3343413.3377987	2020	task;work;e-commerce
10.1145/3343413.3377983	2020	task;work;creativity
10.1145/3343413.3377983	2020	user;issue;creativity
10.1145/3343413.3377983	2020	annotator;vivien
10.1145/3343413.3377983	2020	design;type;theoretical
10.1145/3343413.3377983	2020	design;method;literature review
10.1145/3343413.3377966	2020	design;method;controlled experiment
10.1145/3343413.3377966	2020	design;type;experimental
10.1145/3343413.3377966	2020	document;topic;health
10.1145/3343413.3377966	2020	design;method;eye-tracking
10.1145/3343413.3377966	2020	design;method;user study
10.1145/3343413.3377966	2020	annotator;vivien
10.1145/3343413.3377966	2020	design;method;data analysis
10.1145/3343413.3377961	2020	design;method;questionnaire
10.1145/3343413.3377961	2020	data;re-use
10.1145/3343413.3377961	2020	annotator;toine
10.1145/3343413.3377961	2020	document;topic;health
10.1145/3343413.3377961	2020	design;re-use
10.1145/3343413.3377961	2020	design;method;content analysis
10.1145/3343413.3377961	2020	design;method;eye-tracking
10.1145/3343413.3377961	2020	data;share
10.1145/3343413.3377961	2020	infrastructure;re-use
10.1145/3343413.3377961	2020	design;share
10.1145/3343413.3377961	2020	design;type;experimental
10.1145/3343413.3377961	2020	design;method;user study
10.1145/3343413.3377961	2020	design;method;observation
10.1145/3343413.3377961	2020	design;method;think-aloud
10.1145/3343413.3377954	2020	design;method;controlled experiment
10.1145/3343413.3377954	2020	design;method;questionnaire
10.1145/3343413.3377954	2020	design;type;experimental
10.1145/3343413.3377954	2020	annotator;toine
10.1145/3343413.3377954	2020	design;re-use
10.1145/3343413.3377954	2020	document;issue;multilinguality
10.1145/3343413.3377956	2020	design;method;controlled experiment
10.1145/3343413.3377956	2020	design;method;questionnaire
10.1145/3343413.3377956	2020	design;method;log analysis
10.1145/3343413.3377956	2020	design;type;experimental
10.1145/3343413.3377956	2020	annotator;vivien
10.1145/3343413.3377956	2020	task;work;e-commerce
10.1145/3343413.3377955	2020	design;method;content analysis
10.1145/3343413.3377955	2020	annotator;vivien
10.1145/3343413.3377955	2020	design;type;theoretical
10.1145/3343413.3377955	2020	document;genre;domain-agnostic
10.1145/3343413.3377955	2020	design;method;literature review
10.1145/3343413.3377982	2020	design;method;content analysis
10.1145/3343413.3377982	2020	annotator;vivien
10.1145/3343413.3377982	2020	design;type;theoretical
10.1145/3343413.3377982	2020	document;genre;domain-agnostic
10.1145/3343413.3377982	2020	design;method;literature review
10.1145/3343413.3377960	2020	design;method;user study
10.1145/3343413.3377960	2020	annotator;mark
10.1145/3343413.3377960	2020	document;genre;domain-agnostic
10.1145/3343413.3377960	2020	design;type;experimental
10.1145/3343413.3377959	2020	design;type;experimental
10.1145/3343413.3377959	2020	design;method;log analysis
10.1145/3343413.3377959	2020	annotator;vivien
10.1145/3343413.3377959	2020	design;method;data analysis
10.1145/3343413.3377959	2020	research;process;evaluation
10.1145/3343413.3377964	2020	design;type;experimental
10.1145/3343413.3377964	2020	annotator;vivien
10.1145/3343413.3377964	2020	application;technology;conversational agents
10.1145/3343413.3377964	2020	application;technology;recommender systems
10.1145/3343413.3377964	2020	document;topic;food
10.1145/3343413.3377976	2020	design;method;log analysis
10.1145/3343413.3377976	2020	design;type;experimental
10.1145/3343413.3377976	2020	annotator;vivien
10.1145/3343413.3377976	2020	design;type;theoretical
10.1145/3343413.3377976	2020	design;method;data analysis
10.1145/3343413.3377976	2020	task;iir;complex search
10.1145/3343413.3377969	2020	design;method;interview
10.1145/3343413.3377969	2020	design;method;content analysis
10.1145/3343413.3377969	2020	design;type;experimental
10.1145/3343413.3377969	2020	annotator;vivien
10.1145/3343413.3377969	2020	design;method;observation
10.1145/3343413.3377969	2020	task;work;research
10.1145/3343413.3377975	2020	design;method;interview
10.1145/3343413.3377975	2020	design;type;experimental
10.1145/3343413.3377975	2020	annotator;vivien
10.1145/3343413.3377975	2020	document;genre;domain-agnostic
10.1145/3343413.3377970	2020	design;method;questionnaire
10.1145/3343413.3377970	2020	annotator;toine
10.1145/3343413.3377970	2020	design;re-use
10.1145/3343413.3377970	2020	design;method;content analysis
10.1145/3343413.3377970	2020	design;type;experimental
10.1145/3343413.3377970	2020	document;genre;WWW
10.1145/3343413.3377970	2020	design;method;interview
10.1145/3343413.3377977	2020	design;method;controlled experiment
10.1145/3343413.3377977	2020	annotator;toine
10.1145/3343413.3377977	2020	design;method;log analysis
10.1145/3343413.3377977	2020	infrastructure;re-use
10.1145/3343413.3377977	2020	design;type;experimental
10.1145/3343413.3377977	2020	document;genre;personal information
10.1145/3343413.3377981	2020	annotator;vivien
10.1145/3343413.3377981	2020	design;type;theoretical
10.1145/3343413.3377981	2020	design;method;literature review
10.1145/3343413.3377981	2020	user;issue;trust
10.1145/3343413.3377980	2020	annotator;vivien
10.1145/3343413.3377980	2020	design;type;theoretical
10.1145/3343413.3377980	2020	document;topic;history
10.1145/3343413.3377980	2020	task;work;history
10.1145/3343413.3377980	2020	design;method;literature review
10.1145/3343413.3377980	2020	research;issue;ethics
10.1145/3343413.3377958	2020	design;method;controlled experiment
10.1145/3343413.3377958	2020	document;topic;health
10.1145/3343413.3377958	2020	design;method;content analysis
10.1145/3343413.3377958	2020	design;type;experimental
10.1145/3343413.3377958	2020	user;issue;privacy
10.1145/3343413.3377958	2020	design;method;user study
10.1145/3343413.3377958	2020	annotator;vivien
10.1145/3343413.3377958	2020	design;method;data analysis
10.1145/3343413.3377973	2020	design;method;interview
10.1145/3343413.3377973	2020	design;type;experimental
10.1145/3343413.3377973	2020	design;method;diary study
10.1145/3343413.3377973	2020	task;work;creativity
10.1145/3343413.3377973	2020	user;issue;creativity
10.1145/3343413.3377973	2020	annotator;vivien
10.1145/3343413.3377953	2020	design;method;interview
10.1145/3343413.3377953	2020	design;type;experimental
10.1145/3343413.3377953	2020	annotator;vivien
10.1145/3343413.3377953	2020	user;issue;disabilities
10.1145/3343413.3377953	2020	user;group;disabilities
10.1145/3343413.3377974	2020	design;type;experimental
10.1145/3343413.3377974	2020	annotator;vivien
10.1145/3343413.3377974	2020	design;method;data analysis
10.1145/3343413.3377974	2020	application;technology;conversational agents
10.1145/3343413.3377974	2020	design;method;evaluation
10.1145/3343413.3377967	2020	design;method;woz
10.1145/3343413.3377967	2020	design;type;experimental
10.1145/3343413.3377967	2020	annotator;maria
10.1145/3343413.3377967	2020	application;technology;conversational agents
10.1145/3343413.3377967	2020	document;topic;food
10.1145/3343413.3377967	2020	document;genre;recipe
10.1145/3343413.3377967	2020	application;food;recipe recommendation
10.1145/3343413.3377962	2020	design;method;controlled experiment
10.1145/3343413.3377962	2020	design;method;interview
10.1145/3343413.3377962	2020	design;method;questionnaire
10.1145/3343413.3377962	2020	annotator;toine
10.1145/3343413.3377962	2020	design;re-use
10.1145/3343413.3377962	2020	design;method;eye-tracking
10.1145/3343413.3377962	2020	design;type;experimental
10.1145/3343413.3377962	2020	design;share
10.1145/3343413.3377962	2020	design;method;user study
10.1145/3343413.3377962	2020	application;technology;conversational agents
10.1145/3343413.3377962	2020	design;method;observation
10.1145/3343413.3377978	2020	design;method;questionnaire
10.1145/3343413.3377978	2020	annotator;toine
10.1145/3343413.3377978	2020	design;re-use
10.1145/3343413.3377978	2020	design;type;experimental
10.1145/3343413.3377978	2020	design;method;woz
10.1145/3343413.3377978	2020	design;method;user study
10.1145/3343413.3377978	2020	application;technology;conversational agents
10.1145/3343413.3377971	2020	design;method;questionnaire
10.1145/3343413.3377971	2020	design;type;experimental
10.1145/3343413.3377971	2020	annotator;vivien
10.1145/3343413.3377971	2020	design;method;data analysis
10.1145/3343413.3377971	2020	application;technology;conversational agents
10.1145/3343413.3377968	2020	design;method;controlled experiment
10.1145/3343413.3377968	2020	design;type;experimental
10.1145/3343413.3377968	2020	annotator;vivien
10.1145/3343413.3377968	2020	application;technology;conversational agents
10.1145/3343413.3377968	2020	data;re-use
10.1145/3343413.3377963	2020	design;method;controlled experiment
10.1145/3343413.3377963	2020	data;re-use
10.1145/3343413.3377963	2020	design;type;experimental
10.1145/3343413.3377963	2020	annotator;toine
10.1145/3343413.3377963	2020	infrastructure;re-use
10.1145/3343413.3377963	2020	design;method;crowdsourcing
10.1145/3343413.3377963	2020	document;type;audio
10.1145/3343413.3377957	2020	design;type;experimental
10.1145/3343413.3377957	2020	design;method;user study
10.1145/3343413.3377957	2020	annotator;mark
10.1145/3343413.3377957	2020	application;device;mobile search
10.1145/3343413.3377965	2020	design;method;log analysis
10.1145/3343413.3377965	2020	design;type;experimental
10.1145/3343413.3377965	2020	annotator;mark
10.1145/3343413.3377965	2020	task;work;crowdsourcing
10.1145/3295750.3298951	2019	design;method;interview
10.1145/3295750.3298951	2019	design;method;questionnaire
10.1145/3295750.3298951	2019	annotator;toine
10.1145/3295750.3298951	2019	design;type;experimental
10.1145/3295750.3298951	2019	design;method;user study
10.1145/3295750.3298951	2019	document;topic;legal
10.1145/3295750.3298951	2019	task;work;legal
10.1145/3295750.3298951	2019	design;method;cluster analysis
10.1145/3295750.3298932	2019	design;method;controlled experiment
10.1145/3295750.3298932	2019	design;type;experimental
10.1145/3295750.3298932	2019	annotator;vivien
10.1145/3295750.3298932	2019	document;genre;domain-agnostic
10.1145/3295750.3298932	2019	design;type;resource paper
10.1145/3176349.3176379	2018	design;method;questionnaire
10.1145/3176349.3176379	2018	design;method;log analysis
10.1145/3176349.3176379	2018	design;type;experimental
10.1145/3176349.3176379	2018	annotator;mark
10.1145/3176349.3176379	2018	document;type;movies
10.1145/3176349.3176881	2018	design;method;questionnaire
10.1145/3176349.3176881	2018	document;topic;health
10.1145/3176349.3176881	2018	design;method;log analysis
10.1145/3176349.3176881	2018	design;type;experimental
10.1145/3176349.3176881	2018	design;method;user study
10.1145/3176349.3176881	2018	annotator;mark
10.1145/3295750.3298919	2019	document;topic;health
10.1145/3295750.3298919	2019	annotator;maria
10.1145/3295750.3298919	2019	design;type;resource paper
10.1145/3295750.3298918	2019	annotator;toine
10.1145/3295750.3298918	2019	design;type;resource paper
10.1145/3295750.3298918	2019	task;work;digital humanities
10.1145/3295750.3298917	2019	annotator;toine
10.1145/3295750.3298917	2019	design;re-use
10.1145/3295750.3298917	2019	infrastructure;re-use
10.1145/3295750.3298917	2019	infrastructure;share
10.1145/3295750.3298917	2019	document;genre;WWW
10.1145/3295750.3298917	2019	design;type;resource paper
10.1145/3295750.3298916	2019	design;method;controlled experiment
10.1145/3295750.3298916	2019	design;type;experimental
10.1145/3295750.3298916	2019	annotator;vivien
10.1145/3295750.3298916	2019	document;genre;domain-agnostic
10.1145/3295750.3298916	2019	design;type;resource paper
10.1145/3295750.3298915	2019	annotator;vivien
10.1145/3295750.3298915	2019	design;type;resource paper
10.1145/3295750.3298915	2019	document;type;IT
10.1145/3295750.3298914	2019	design;method;user study
10.1145/3295750.3298914	2019	annotator;vivien
10.1145/3295750.3298914	2019	design;type;resource paper
10.1145/3295750.3298914	2019	design;method;evaluation
10.1145/3295750.3298914	2019	document;genre;social media
10.1145/3295750.3298963	2019	annotator;toine
10.1145/3295750.3298963	2019	document;topic;health
10.1145/3295750.3298963	2019	design;re-use
10.1145/3295750.3298963	2019	design;type;experimental
10.1145/3295750.3298963	2019	design;method;user study
10.1145/3295750.3298963	2019	design;method;crowdsourcing
10.1145/3295750.3298963	2019	design;method;crawling
10.1145/3295750.3298962	2019	design;method;controlled experiment
10.1145/3295750.3298962	2019	design;method;log analysis
10.1145/3295750.3298962	2019	design;type;experimental
10.1145/3295750.3298962	2019	annotator;vivien
10.1145/3295750.3298962	2019	design;method;evaluation
10.1145/3295750.3298962	2019	document;topic;government
10.1145/3295750.3298961	2019	design;method;controlled experiment
10.1145/3295750.3298961	2019	design;type;experimental
10.1145/3295750.3298961	2019	annotator;toine
10.1145/3295750.3298961	2019	application;technology;conversational agents
10.1145/3295750.3298961	2019	research;IIR
10.1145/3295750.3298961	2019	user;issue;memory
10.1145/3295750.3298960	2019	design;method;interview
10.1145/3295750.3298960	2019	design;method;questionnaire
10.1145/3295750.3298960	2019	design;type;experimental
10.1145/3295750.3298960	2019	annotator;maria
10.1145/3295750.3298960	2019	document;type;e-mail
10.1145/3295750.3298959	2019	design;method;controlled experiment
10.1145/3295750.3298959	2019	design;method;questionnaire
10.1145/3295750.3298959	2019	design;type;experimental
10.1145/3295750.3298959	2019	document;genre;WWW
10.1145/3295750.3298959	2019	annotator;vivien
10.1145/3295750.3298958	2019	design;method;interview
10.1145/3295750.3298958	2019	design;method;questionnaire
10.1145/3295750.3298958	2019	design;type;experimental
10.1145/3295750.3298958	2019	annotator;vivien
10.1145/3295750.3298958	2019	document;topic;government
10.1145/3295750.3298957	2019	design;type;experimental
10.1145/3295750.3298957	2019	design;method;user study
10.1145/3295750.3298957	2019	annotator;mark
10.1145/3295750.3298957	2019	research;IIR
10.1145/3295750.3298956	2019	design;method;questionnaire
10.1145/3295750.3298956	2019	design;type;experimental
10.1145/3295750.3298956	2019	design;method;user study
10.1145/3295750.3298956	2019	annotator;maria
10.1145/3295750.3298956	2019	application;technology;conversational agents
10.1145/3295750.3298956	2019	task;work;e-commerce
10.1145/3295750.3298956	2019	task;context;theatre
10.1145/3295750.3298955	2019	annotator;toine
10.1145/3295750.3298955	2019	design;re-use
10.1145/3295750.3298955	2019	design;type;experimental
10.1145/3295750.3298955	2019	design;method;crawling
10.1145/3295750.3298955	2019	task;iir;question answering
10.1145/3295750.3298953	2019	design;method;controlled experiment
10.1145/3295750.3298953	2019	design;type;experimental
10.1145/3295750.3298953	2019	annotator;vivien
10.1145/3295750.3298953	2019	task;work;research
10.1145/3295750.3298952	2019	document;topic;health
10.1145/3295750.3298952	2019	design;re-use
10.1145/3295750.3298952	2019	design;type;experimental
10.1145/3295750.3298952	2019	design;method;user study
10.1145/3295750.3298952	2019	annotator;mark
10.1145/3295750.3298952	2019	task;iir;search
10.1145/3295750.3298950	2019	design;method;questionnaire
10.1145/3295750.3298950	2019	design;type;experimental
10.1145/3295750.3298950	2019	design;method;eye-tracking
10.1145/3295750.3298950	2019	annotator;maria
10.1145/3295750.3298950	2019	application;technology;digital library
10.1145/3295750.3298949	2019	design;method;questionnaire
10.1145/3295750.3298949	2019	design;type;experimental
10.1145/3295750.3298949	2019	annotator;vivien
10.1145/3295750.3298949	2019	document;genre;domain-agnostic
10.1145/3295750.3298949	2019	design;type;resource paper
10.1145/3295750.3298948	2019	design;method;controlled experiment
10.1145/3295750.3298948	2019	design;type;experimental
10.1145/3295750.3298948	2019	annotator;toine
10.1145/3295750.3298948	2019	design;re-use
10.1145/3295750.3298948	2019	document;genre;WWW
10.1145/3295750.3298948	2019	research;IIR
10.1145/3295750.3298948	2019	user;issue;memory
10.1145/3295750.3298947	2019	design;method;interview
10.1145/3295750.3298947	2019	annotator;toine
10.1145/3295750.3298947	2019	design;method;content analysis
10.1145/3295750.3298947	2019	design;type;experimental
10.1145/3295750.3298947	2019	design;method;user study
10.1145/3295750.3298947	2019	document;type;images
10.1145/3295750.3298946	2019	data;re-use
10.1145/3295750.3298946	2019	annotator;toine
10.1145/3295750.3298946	2019	design;type;experimental
10.1145/3295750.3298946	2019	document;genre;WWW
10.1145/3295750.3298946	2019	design;method;crowdsourcing
10.1145/3295750.3298946	2019	task;iir;question answering
10.1145/3295750.3298945	2019	design;type;experimental
10.1145/3295750.3298945	2019	design;method;user study
10.1145/3295750.3298945	2019	annotator;vivien
10.1145/3295750.3298945	2019	document;topic;legal
10.1145/3295750.3298945	2019	task;work;legal
10.1145/3295750.3298944	2019	design;type;experimental
10.1145/3295750.3298944	2019	annotator;maria
10.1145/3295750.3298944	2019	document;topic;social sciences
10.1145/3295750.3298944	2019	task;work;social sciences
10.1145/3295750.3298944	2019	document;topic;politics
10.1145/3295750.3298944	2019	design;method;crawling
10.1145/3295750.3298944	2019	application;technology;Twitter
10.1145/3295750.3298944	2019	design;method;network analysis
10.1145/3295750.3298943	2019	design;method;controlled experiment
10.1145/3295750.3298943	2019	design;method;questionnaire
10.1145/3295750.3298943	2019	annotator;toine
10.1145/3295750.3298943	2019	design;re-use
10.1145/3295750.3298943	2019	design;type;experimental
10.1145/3295750.3298943	2019	annotator;vivien
10.1145/3295750.3298943	2019	task;work;research
10.1145/3295750.3298943	2019	application;technology;digital libraries
10.1145/3295750.3298943	2019	research;IIR
10.1145/3295750.3298943	2019	task;context;academic search
10.1145/3295750.3298942	2019	design;method;eye-tracking
10.1145/3295750.3298942	2019	design;method;user study
10.1145/3295750.3298942	2019	annotator;maria
10.1145/3295750.3298942	2019	design;type;resource paper
10.1145/3295750.3298942	2019	design;method;think-aloud
10.1145/3295750.3298942	2019	research;process;evaluation
10.1145/3295750.3298941	2019	data;re-use
10.1145/3295750.3298941	2019	annotator;toine
10.1145/3295750.3298941	2019	document;topic;health
10.1145/3295750.3298941	2019	design;method;content analysis
10.1145/3295750.3298941	2019	infrastructure;re-use
10.1145/3295750.3298941	2019	infrastructure;share
10.1145/3295750.3298941	2019	design;method;user study
10.1145/3295750.3298941	2019	document;genre;WWW
10.1145/3295750.3298941	2019	design;type;resource paper
10.1145/3295750.3298954	2019	design;type;experimental
10.1145/3295750.3298954	2019	annotator;maria
10.1145/3295750.3298954	2019	design;method;data analysis
10.1145/3295750.3298954	2019	design;method;crowdsourcing
10.1145/3295750.3298954	2019	document;genre;social media
10.1145/3295750.3298937	2019	design;type;experimental
10.1145/3295750.3298937	2019	annotator;maria
10.1145/3295750.3298937	2019	task;work;research
10.1145/3295750.3298937	2019	design;method;cognitive work analysis
10.1145/3295750.3298937	2019	document;genre;medical
10.1145/3295750.3298937	2019	task;work;medical
10.1145/3295750.3298937	2019	design;method;ethnography
10.1145/3295750.3298927	2019	design;method;controlled experiment
10.1145/3295750.3298927	2019	design;method;questionnaire
10.1145/3295750.3298927	2019	document;topic;health
10.1145/3295750.3298927	2019	design;type;experimental
10.1145/3295750.3298927	2019	annotator;vivien
10.1145/3295750.3298927	2019	design;method;data analysis
10.1145/3295750.3298920	2019	data;re-use
10.1145/3295750.3298920	2019	annotator;toine
10.1145/3295750.3298920	2019	design;method;log analysis
10.1145/3295750.3298920	2019	design;re-use
10.1145/3295750.3298920	2019	document;genre;WWW
10.1145/3295750.3298920	2019	design;type;experimental
10.1145/3295750.3298930	2019	design;type;experimental
10.1145/3295750.3298930	2019	annotator;maria
10.1145/3295750.3298930	2019	design;method;crawling
10.1145/3295750.3298930	2019	document;type;images
10.1145/3295750.3298930	2019	application;feature;visualization
10.1145/3295750.3298930	2019	document;genre;social media
10.1145/3295750.3298938	2019	annotator;vivien
10.1145/3295750.3298938	2019	design;type;theoretical
10.1145/3295750.3298938	2019	document;genre;domain-agnostic
10.1145/3295750.3298938	2019	design;method;literature review
10.1145/3295750.3298936	2019	design;method;questionnaire
10.1145/3295750.3298936	2019	design;share
10.1145/3295750.3298936	2019	design;type;experimental
10.1145/3295750.3298936	2019	task;work;creativity
10.1145/3295750.3298936	2019	user;issue;creativity
10.1145/3295750.3298936	2019	annotator;maria
10.1145/3295750.3298936	2019	task;iir;search
10.1145/3295750.3298923	2019	design;method;questionnaire
10.1145/3295750.3298923	2019	design;method;log analysis
10.1145/3295750.3298923	2019	design;type;experimental
10.1145/3295750.3298923	2019	design;method;user study
10.1145/3295750.3298923	2019	annotator;maria
10.1145/3295750.3298923	2019	application;device;mobile search
10.1145/3295750.3298929	2019	design;share
10.1145/3295750.3298929	2019	annotator;maria
10.1145/3295750.3298929	2019	design;type;experimental
10.1145/3295750.3298929	2019	document;genre;social media
10.1145/3295750.3298929	2019	task;work;daily activities
10.1145/3295750.3298922	2019	design;method;controlled experiment
10.1145/3295750.3298922	2019	design;method;questionnaire
10.1145/3295750.3298922	2019	design;method;log analysis
10.1145/3295750.3298922	2019	design;type;experimental
10.1145/3295750.3298922	2019	document;genre;WWW
10.1145/3295750.3298922	2019	annotator;vivien
10.1145/3295750.3298922	2019	design;method;screen recording
10.1145/3295750.3298925	2019	design;method;log analysis
10.1145/3295750.3298925	2019	design;type;experimental
10.1145/3295750.3298925	2019	annotator;maria
10.1145/3295750.3298925	2019	application;technology;digital libraries
10.1145/3295750.3298925	2019	design;method;cluster analysis
10.1145/3295750.3298939	2019	annotator;vivien
10.1145/3295750.3298939	2019	design;type;theoretical
10.1145/3295750.3298939	2019	design;method;literature review
10.1145/3295750.3298939	2019	user;issue;disabilities
10.1145/3295750.3298939	2019	user;group;disabilities
10.1145/3295750.3298939	2019	research;IIR
10.1145/3295750.3298933	2019	document;topic;health
10.1145/3295750.3298933	2019	design;type;experimental
10.1145/3295750.3298933	2019	annotator;vivien
10.1145/3295750.3298933	2019	design;method;crowdsourcing
10.1145/3295750.3298933	2019	design;type;resource paper
10.1145/3295750.3298933	2019	design;method;crawling
10.1145/3295750.3298921	2019	design;method;eye-tracking
10.1145/3295750.3298921	2019	document;genre;WWW
10.1145/3295750.3298921	2019	annotator;vivien
10.1145/3295750.3298921	2019	document;genre;domain-agnostic
10.1145/3295750.3298921	2019	design;type;resource paper
10.1145/3295750.3298926	2019	design;method;controlled experiment
10.1145/3295750.3298926	2019	data;re-use
10.1145/3295750.3298926	2019	design;type;experimental
10.1145/3295750.3298926	2019	annotator;toine
10.1145/3295750.3298926	2019	document;topic;health
10.1145/3295750.3298926	2019	design;re-use
10.1145/3295750.3298926	2019	design;method;eye-tracking
10.1145/3295750.3298926	2019	document;genre;WWW
10.1145/3295750.3298926	2019	design;method;crowdsourcing
10.1145/3295750.3298926	2019	research;IIR
10.1145/3295750.3298940	2019	annotator;vivien
10.1145/3295750.3298940	2019	design;type;theoretical
10.1145/3295750.3298940	2019	design;method;literature review
10.1145/3295750.3298940	2019	task;context;learning
10.1145/3295750.3298935	2019	task;context;libraries
10.1145/3295750.3298935	2019	annotator;vivien
10.1145/3295750.3298935	2019	design;type;theoretical
10.1145/3295750.3298935	2019	design;method;literature review
10.1145/3295750.3298931	2019	design;method;interview
10.1145/3295750.3298931	2019	design;type;experimental
10.1145/3295750.3298931	2019	design;method;user study
10.1145/3295750.3298931	2019	annotator;maria
10.1145/3295750.3298931	2019	document;topic;history
10.1145/3295750.3298931	2019	task;work;history
10.1145/3295750.3298924	2019	design;type;experimental
10.1145/3295750.3298924	2019	annotator;vivien
10.1145/3295750.3298924	2019	application;technology;conversational agents
10.1145/3295750.3298924	2019	design;method;crowdsourcing
10.1145/3295750.3298924	2019	design;method;evaluation
10.1145/3295750.3298928	2019	design;method;questionnaire
10.1145/3295750.3298928	2019	design;type;experimental
10.1145/3295750.3298928	2019	annotator;maria
10.1145/3295750.3298928	2019	application;technology;conversational agents
10.1145/3295750.3298934	2019	design;method;questionnaire
10.1145/3295750.3298934	2019	design;type;experimental
10.1145/3295750.3298934	2019	annotator;mark
10.1145/3295750.3298934	2019	application;technology;digital assistant
10.1145/3176349.3176895	2018	annotator;vivien
10.1145/3176349.3176895	2018	document;genre;domain-agnostic
10.1145/3176349.3176895	2018	design;type;resource paper
10.1145/3176349.3176894	2018	annotator;toine
10.1145/3176349.3176894	2018	document;topic;health
10.1145/3176349.3176894	2018	design;re-use
10.1145/3176349.3176894	2018	design;type;resource paper
10.1145/3176349.3176894	2018	design;method;think-aloud
10.1145/3176349.3176894	2018	document;genre;personal information
10.1145/3176349.3176894	2018	application;device;mobile devices
10.1145/3176349.3176896	2018	annotator;mark
10.1145/3176349.3176896	2018	research;IIR
10.1145/3176349.3176896	2018	design;type;resource paper
10.1145/3176349.3176893	2018	annotator;vivien
10.1145/3176349.3176893	2018	task;work;e-commerce
10.1145/3176349.3176893	2018	design;type;resource paper
10.1145/3176349.3176893	2018	document;genre;social media
10.1145/3176349.3176892	2018	annotator;toine
10.1145/3176349.3176892	2018	design;method;content analysis
10.1145/3176349.3176892	2018	infrastructure;share
10.1145/3176349.3176892	2018	design;type;resource paper
10.1145/3176349.3176892	2018	design;method;cluster analysis
10.1145/3176349.3176892	2018	document;genre;research data
10.1145/3176349.3176885	2018	design;method;questionnaire
10.1145/3176349.3176885	2018	annotator;toine
10.1145/3176349.3176885	2018	design;re-use
10.1145/3176349.3176885	2018	document;genre;music
10.1145/3176349.3176885	2018	design;type;experimental
10.1145/3176349.3176885	2018	application;technology;recommender systems
10.1145/3176349.3176888	2018	design;method;controlled experiment
10.1145/3176349.3176888	2018	data;re-use
10.1145/3176349.3176888	2018	design;type;experimental
10.1145/3176349.3176888	2018	annotator;toine
10.1145/3176349.3176888	2018	design;method;crowdsourcing
10.1145/3176349.3176888	2018	design;method;crawling
10.1145/3176349.3176888	2018	application;device;mobile devices
10.1145/3176349.3176888	2018	application;technology;desktop
10.1145/3176349.3176888	2018	research;process;relevance assessment
10.1145/3176349.3176888	2018	design;method;evaluation
10.1145/3176349.3176870	2018	annotator;toine
10.1145/3176349.3176870	2018	design;method;log analysis
10.1145/3176349.3176870	2018	design;type;experimental
10.1145/3176349.3176870	2018	design;method;observation
10.1145/3176349.3176870	2018	application;feature;data visualization
10.1145/3176349.3176886	2018	design;type;experimental
10.1145/3176349.3176886	2018	annotator;vivien
10.1145/3176349.3176886	2018	design;method;evaluation
10.1145/3176349.3176886	2018	task;iir;entity search
10.1145/3176349.3176873	2018	annotator;vivien
10.1145/3176349.3176873	2018	design;type;resource paper
10.1145/3176349.3176873	2018	document;topic;legal
10.1145/3176349.3176873	2018	task;work;legal
10.1145/3176349.3176882	2018	annotator;mark
10.1145/3176349.3176882	2018	design;type;theoretical
10.1145/3176349.3176882	2018	design;method;literature review
10.1145/3176349.3176882	2018	task;iir;information seeking
10.1145/3176349.3176884	2018	annotator;vivien
10.1145/3176349.3176884	2018	design;type;theoretical
10.1145/3176349.3176884	2018	design;method;literature review
10.1145/3176349.3176884	2018	task;context;learning
10.1145/3176349.3176890	2018	design;method;questionnaire
10.1145/3176349.3176890	2018	design;method;log analysis
10.1145/3176349.3176890	2018	design;method;diary study
10.1145/3176349.3176890	2018	design;type;experimental
10.1145/3176349.3176890	2018	annotator;mark
10.1145/3176349.3176890	2018	task;iir;information seeking
10.1145/3176349.3176872	2018	design;method;controlled experiment
10.1145/3176349.3176872	2018	design;method;questionnaire
10.1145/3176349.3176872	2018	design;type;experimental
10.1145/3176349.3176872	2018	annotator;toine
10.1145/3176349.3176872	2018	design;method;log analysis
10.1145/3176349.3176872	2018	design;re-use
10.1145/3176349.3176872	2018	document;genre;WWW
10.1145/3176349.3176872	2018	research;IIR
10.1145/3176349.3176872	2018	application;technology;search engines
10.1145/3176349.3176887	2018	design;method;log analysis
10.1145/3176349.3176887	2018	design;type;experimental
