zotero_ID	DOI	authors	title	year	type	pages	codes	keywords	abstract
DMRMNXHQ	10.1145/3343413.3377982	Foulds, Olivia; Azzopardi, Leif; Halvey, Martin	Reflecting upon Perceptual Speed Tests in Information Retrieval: Limitations, Challenges, and Recommendations	2020	perspective	234–242	completed; design;method;content analysis; Vivien; design;type;theoretical; domain;domain-agnostic; design;method;literature review; data;39 papers	information retrieval; individual differences; cognitive ability; perceptual speed	Perceptual Speed (PS) is a cognitive ability defined by an individual's accuracy and speed to scan information while completing visual search tasks. Prior studies using PS tests have demonstrated that PS affects multiple factors in Information Retrieval (IR), such as a user's search performance, interaction with the system, time spent completing tasks, and subjective impression of their workload. With greater knowledge of PS, systems could be designed that accommodate users with low PS to improve their overall search experience. However, in this perspectives paper, we analyse how PS tests have been used in IR, and identify multiple uncertainties regarding PS content, administration, analysis, and reporting of findings. Consequently, we aim to stir discussion between IR researchers by drawing awareness to these issues. As a result, we further discuss challenges involved in advancing how future PS tests are used in IR. Finally, we propose recommendations that have the potential for enhancing the reliability and validity of current PS tests.
ZCUXUHJA	10.1145/3343413.3377960	Bhattacharya, Nilavra; Rakshit, Somnath; Gwizdka, Jacek; Kogut, Paul	Relevance Prediction from Eye-movements Using Semi-interpretable Convolutional Neural Networks	2020	long	223–233	completed; design;participants;demographics;education; design;method;user study; mark; domain;domain-agnostic; design;type;predictive; design;participants;number;25	eye-tracking; convolutional neural network; image classification; relevance prediction; scanpath	We propose an image-classification method to predict the perceived-relevance of text documents from eye-movements. An eye-tracking study was conducted where participants read short news articles, and rated them as relevant or irrelevant for answering a trigger question. We encode participants' eye-movement scanpaths as images, and then train a convolutional neural network classifier using these scanpath images. The trained classifier is used to predict participants' perceived-relevance of news articles from the corresponding scanpath images. This method is content-independent, as the classifier does not require knowledge of the screen-content, or the user's information-task. Even with little data, the image classifier can predict perceived-relevance with up to 80% accuracy. When compared to similar eye-tracking studies from the literature, this scanpath image classification method outperforms previously reported metrics by appreciable margins. We also attempt to interpret how the image classifier differentiates between scanpaths on relevant and irrelevant documents.
6U8JT32I	10.1145/3343413.3377959	Azzopardi, Leif; White, Ryen; Thomas, Paul; Craswell, Nick	Data-Driven Evaluation Metrics for Heterogeneous Search Engine Result Pages	2020	long	213–222	completed; design;type;explanatory; design;method;log analysis; Vivien; design;method;statistical tests; design;participants;crowdsourcing; type - what?; data;915 queries; data;share;https://github.com/ireval/cwl; domain;evaluation; type:propose and test new metric	information retrieval; evaluation; measures; metrics	Evaluation metrics for search typically assume items are homoge- neous. However, in the context of web search, this assumption does not hold. Modern search engine result pages (SERPs) are composed of a variety of item types (e.g., news, web, entity, etc.), and their influence on browsing behavior is largely unknown. In this paper, we perform a large-scale empirical analysis of pop- ular web search queries and investigate how different item types influence how people interact on SERPs. We then infer a user browsing model given people's interactions with SERP items - creating a data-driven metric based on item type. We show that the proposed metric leads to more accurate estimates of: (1) total gain, (2) total time spent, and (3) stopping depth - without requiring extensive parameter tuning or a priori relevance information. These results suggest that item heterogeneity should be accounted for when de- veloping metrics for SERPs. While many open questions remain concerning the applicability and generalizability of data-driven metrics, they do serve as a formal mechanism to link observed user behaviors directly to how performance is measured. From this approach, we can draw new insights regarding the relationship between behavior and performance - and design data-driven metrics based on real user behavior rather than using metrics reliant on some hypothesized model of user browsing behavior.
YUXKAPTM	10.1145/3343413.3377964	Nouri, Elnaz; Sim, Robert; Fourney, Adam; White, Ryen	Step-wise Recommendation for Complex Task Support	2020	long	203–212	completed; design;type;descriptive; Vivien; domain;conversational agents; design;participants;crowdsourcing; design;type;predictive; domain;recommender systems; data;re-use;but newly extracted; data;re-use;Foodista.com; domain;food; infrastructure;re-use;;AskChef cooking application	complex tasks; conversational systems; digital assistants; intelligent assistants; multi-device experiences; productivity; step-wise recommendation	Digital assistants help people perform simple tasks, including scheduling, home automation, information look up, and question answering. Current assistants offer less support for accomplishing more complex tasks comprising multiple steps. These tasks sometimes require the ability to leverage the capabilities of multiple devices. Ideal smart assistants for such complex scenarios would track task progress and recommend useful and appropriate information at every step of the procedure. To this end, we introduce the novel notion of step-wise recommendation as a means of automatically providing guidance relevant to the current step in a complex task. We employ a common real-life scenario for this purpose: recipe preparation. We demonstrate how a smart assistant can be developed to offer support for complex tasks enabled by multi-modal inputs and outputs through multiple devices (i.e., smart speakers, tablets, or other smart devices available in kitchens). We develop step-wise recommendation models for this scenario and analyze their efficacy for: (1) different prediction tasks (e.g., resources, devices), and (2) different contextual information used to make the prediction (e.g., completed steps, current step, and importantly, future steps). Our recommendation model achieves a prediction accuracy of 83-96%, depending on the prediction task and context used. The findings have implications for the design of intelligent systems to help people accomplish complex tasks.
AHRFF6MP	10.1145/3343413.3377976	Liu, Jiqun; Sarkar, Shawon; Shah, Chirag	Identifying and Predicting the States of Complex Search Tasks	2020	long	193–202	completed; design;method;log analysis; design;type;descriptive; Vivien; design;type;theoretical; data;re-use;132 search sessions analyzed; data;re-use;previous user studies; design;method;data analysis; design;re-use;controlled experiment; domain;complex search	complex search task; interactive ir; task state	Complex search tasks that involve uncertain solution space and multi-round search iterations are integral to everyday life and information-intensive workplace practices, affecting how people learn, work, and resolve problematic situations. However, current search systems still face plenty of challenges when applied in supporting users engaging in complex search tasks. To address this issue, we seek to explore the dynamic nature of complex search tasks from process-oriented perspective by identifying and predicting implicit task states. Specifically, based upon the Web search logs and user annotation data (regarding information seeking intentions in local search steps, in-situ search problems, and help needed) collected from 132 search sessions in two controlled lab studies, we developed two task state frameworks based on intention state and problem-help state respectively and examined the connection between task states and search behaviors. We report that (1) complex search tasks of different types can be deconstructed and disambiguated based on the associated nonlinear state transition patterns; and (2) the identified task states that cover multiple subtle factors of user cognition can be predicted from search behavioral signals using supervised learning algorithms. This study reveals the way in which complex search tasks are unfolded and manifested in users' search interactions and paves the way for developing state-aware adaptive search supports and system evaluation frameworks.
7ZF73UD8	10.1145/3343413.3377969	Koolen, Marijn; Kumpulainen, Sanna; Melgar-Estrada, Liliana	A Workflow Analysis Perspective to Scholarly Research Tasks	2020	long	183–192	completed; design;method;interview; design;method;content analysis; design;type;descriptive; Vivien; design;method;observation; design;participants;4; design;re-use;http://nemo.dcu.gr/index.php?p=navigate#; design;re-use;Taxonomy of Learning Objectives; design;share;https://doi.org/10.5281/zenodo.3626814; domain;research	research information interaction; research workflows; scholarly primitives	Since the appearance of digital research infrastructures in the humanities in the last decade, important efforts are being made to understand and model scholarly processes. Different methods are used in those investigations, which often result in abstract representations of research phases, taxonomies of scholarly activities, in conceptual frameworks, or in scholarly ontologies. While the aim of these representations is to inform the design of the digital infrastructures, the complexity and diversity of scholarly work pose the question about the applicability of those models for design and evaluation of research infrastructures and tools. In this paper, we explore a methodology to analyze workflows from a micro-perspective, which aims at capturing the transitions between activities. We use two scholarly projects as case studies, describe their research activities in detail by using existing ontologies and describe the connections between activities, and analyse generic transitions. We discuss what kinds of implications this approach has to evaluation and design of information systems and services to facilitate scholars' complex and varied research processes.
MCQB576T	10.1145/3343413.3377975	McKay, Dana; Makri, Stephann; Gutierrez-Lopez, Marisela; MacFarlane, Andrew; Missaoui, Sondess; Porlezza, Colin; Cooper, Glenda	We are the Change that we Seek: Information Interactions During a Change of Viewpoint	2020	long	173–182	completed; design;method;interview; design;type;exploratory; Vivien; domain;domain-agnostic; design;participants;18	search; information interaction; echo chambers; information encountering; attitude change; change of view; filter bubbles	There has been considerable hype about filter bubbles and echo chambers influencing the views of information consumers. The fear is that these technologies are undermining democracy by swaying opinion and creating an uninformed, polarised populace. The literature in this space is mostly techno-centric, addressing the impact of technology. In contrast, our work is the first research in the information interaction field to examine changing viewpoints from a human-centric perspective. It provides a new understanding of view change and how we might support informed, autonomous view change behaviour. We interviewed 18 participants about a self-identified change of view, and the information touchpoints they engaged with along the way. In this paper we present the information types and sources that informed changes of viewpoint, and the ways in which our participants interacted with that information. We describe our findings in the context of the techno-centric literature and suggest principles for designing digital information environments that support user autonomy and reflection in viewpoint formation.
SZE33MLP	10.1145/3343413.3377970	Li, Yuan; Capra, Rob; Zhang, Yinglong	Everyday Cross-session Search: How and Why Do People Search Across Multiple Sessions?	2020	long	163–172	completed; design;method;questionnaire; toine; design;re-use; design;method;content analysis; design;type;descriptive; domain;WWW; infrastructure;software;Amazon Mechanical Turk; infrastructure;software;Qualtrics; design;method;critical indicident technique	cross-session search; multi-session search; task resumption	We report on a survey about people's cross-session search activities in their everyday work and life. We recruited a broad range of participants (N=110) using the Amazon Mechanical Turk service. The survey asked people to describe a recent task in which they searched across multiple sessions, to recall the reasons they started and stopped the most recent search session for the task, and to explain methods they used for reacquainting themselves with the task at the beginning of the most recent session. Across a broad range of tasks reported by our participants, our results show that a majority of the cross-session work tasks involved high levels of cognitive complexity, consultation with additional human information sources (in addition to search engines), and often involved multiple devices (e.g., computer and smartphone). Our analysis of reasons why people stopped and restarted search sessions extends and validates the reasons outlined in Lin and Belkin's model of Multiple Information Seeking Episodes and previous results from MacKay and Watters' study of multi-session search. We also identified methods that searchers use to re-acquaint themselves when restarting multi-session searches, and reasons why they may choose not to use any re-acquainting method. Our results update prior work and provide insights about how search systems can better support cross-session work tasks.
REGUSZ7X	10.1145/3343413.3377977	Jahanbakhsh, Farnaz; Awadallah, Ahmed Hassan; Dumais, Susan; Xu, Xuhai	Effects of Past Interactions on User Experience with Recommended Documents	2020	long	153–162	design;method;controlled experiment; completed; toine; design;method;log analysis; infrastructure;re-use; design;type;exploratory; domain;personal information	user behavior; document discovery; document re-finding; document recommendation; presentation of recommended items; user-document interactions	Recommender systems are commonly used in entertainment, news, e-commerce, and social media. Document recommendation is a new and under-explored application area, in which both re-finding and discovery of documents need to be supported. In this paper we provide an initial exploration of users' experience with recommended documents, with a focus on how prior interactions influence recognition and interest. Through a field study of more than 100 users, we investigate the effects of past interactions with recommended documents on users' recognition of, prior intent to open, and interest in the documents. We examined different presentations of interaction history, and the recency and richness of prior interaction. We found that presentation only influenced recognition time. Our findings also indicate that people are more likely to recognize documents they had accessed recently and to do so more quickly. Similarly, documents that people had interacted with more deeply were also more frequently and quickly recognized. However, people were more interested in older documents or those with which they had less involved interactions. This finding suggests that in addition to helping users quickly access documents they intend to re-find, document recommendation can add value in helping users discover other documents. Our results offer implications for designing document recommendation systems that help users fulfil different needs.
BPE2WJ4V	10.1145/3343413.3377981	Fell, Lauren; Gibson, Andrew; Bruza, Peter; Hoyte, Pamela	Human Information Interaction and the Cognitive Predicting Theory of Trust	2020	perspective	145–152	completed; Vivien; design;type;theoretical; design;method;literature review; domain;trust	information interaction; cognitive bias; affect; cognitive predicting theory of trust; curating information environments; fake news; predictive processing; trust; values and beliefs	This perspectives paper proposes a conceptualization of trust that does not require a predefined feature space, but rather is dynamically formed at the point of information interaction through a cognitive predicting mechanism. Trust is a significant issue in the current information context due to fake news, echo chambers, filter bubbles, and confirmation biases which can result in a disconnect between human trust expectations and information trustworthiness, making it difficult to establish a feature space within which trust might be modeled. In response to this, we present our Cognitive Predicting Theory of Trust (CPTT) which allows trust to be modeled without the requirement of a predefined feature space. Drawn from the cognitive theory of Predictive Processing, CPTT describes how people form trust judgments based on cognitive predictions within a system of information interactions. We outline how this CPTT view of trust might be modeled using complex systems and provide examples showing how curation of the information interaction environment can affect the trust associated with the system. We conclude by proposing that our perspective opens up two avenues for exploration in Computer Human Information Interaction and Retrieval: (1) the need for alternative models, and (2) the value of curating the information environment.
NL3FGF4T	10.1145/3343413.3377980	Lin, Jimmy; Milligan, Ian; Oard, Douglas W.; Ruest, Nick; Shilton, Katie	We Could, but Should We? Ethical Considerations for Providing Access to GeoCities and Other Historical Digital Collections	2020	perspective	135–144	completed; Vivien; design;type;theoretical; domain;history; design;method;literature review; data;re-use;Geocities crawl; design;method;discussion; domain;ethics	search; contextual integrity; distant reading; ethical frameworks; re-identification	We live in an era in which the ways that we can make sense of our past are evolving as more artifacts from that past become digital. At the same time, the responsibilities of traditional gatekeepers who have negotiated the ethics of historical data collection and use, such as librarians and archivists, are increasingly being sidelined by the system builders who decide whether and how to provide access to historical digital collections, often without sufficient reflection on the ethical issues at hand. It is our aim to better prepare system builders to grapple with these issues. This paper focuses discussions around one such digital collection from the dawn of the web, asking what sorts of analyses can and should be conducted on archival copies of the GeoCities web hosting platform that dates to 1994.
9LW5EKTW	10.1145/3343413.3377958	Zimmerman, Steven; Thorpe, Alistair; Chamberlain, Jon; Kruschwitz, Udo	Towards Search Strategies for Better Privacy and Information	2020	long	124–134	design;method;controlled experiment; completed; domain;health; design;method;content analysis; design;type;descriptive; domain;privacy; design;method;user study; Vivien; design;method;statistical tests; design;task; design;participants;90; design;re-use;search tasks; data;re-use;code;https://github.com/stevenzim/chiir-2019.; data;share;https://www.hrbdt.ac.uk/wp-content/uploads/2015/12/README.pdf; data;WhoTracks.me	privacy; information retrieval; misinformation; interactive studies	Loss of privacy and encounters with misinformation are two challenges individuals are likely to encounter in their search for information on the web. These challenges have potential negative impacts, especially in search domains such as health search. Existing information retrieval (IR) systems offer users little (if any) guidance as to how to reduce the likelihood of such negative impacts. The sum of these problems provides motivation for experiments to identify elements of existing IR environments that might provide low-cost options to the user for improved search outcomes. An online user study (N = 90) was performed allowing users to visit search results for 10 medical search tasks adapted from previous research. Analysis was performed on all search results visited in the experiment, with a total of 523 unique web pages collectively visited, with additional analysis performed on a set of 10,000 popular websites. The analysis suggests that the best strategy for users with the goal of protecting their privacy and simultaneously finding more accurate information for their medical search tasks, is to visit websites with .org and .gov in the URL. There is some evidence that HTTP is a useful predictor as well. Existing literature is limited with respect to utilization of these features and thus the findings, along with the annotations, are a key contribution for future research, for which possible directions are provided.
7D9N8WGN	10.1145/3343413.3377973	Zhang, Yinglong; Capra, Rob; Li, Yuan	An In-situ Study of Information Needs in Design-related Creative Projects	2020	long	113–123	completed; design;method;interview; design;type;descriptive; design;method;diary study; design;type;exploratory; domain;creativity; Vivien; data;share;https: //ils.unc.edu/searchstructures/resources/chiir2020_creative.pdf; design;participants;11; infrastructure;Dedoose	information retrieval; information seeking; creativity; design	A recent study found that search engines play an important role in supporting creative tasks that people encounter in everyday life. However, little research has been conducted to understand how people use search engines and other information resources to support creative endeavors in their day-to-day work and life. To gain a deeper understanding, we conducted a diary study by asking eleven participants to record diary entries about their own design-related creative projects over a two-week period. In this paper, we report the findings of our qualitative analysis of participants' diary entries and post-diary in-depth interviews. Specifically, we identified six types of information that were essential to design-related creative projects: procedural information, domain information, finished examples, tips/opinions/recommendations, information about specific topics, and inspiring/motivating information. For each type of information, we discuss participants' intents to use the information in their projects. We also describe challenges reported by our participants when they used search engines to address their information needs. Finally, we discuss implications of our findings for future research and the future design of search systems.
YQ5K5CWA	10.1145/3343413.3377953	Berget, Gerd	""Information Needs of the End Users Have Never Been Discussed"": An Investigation of the User-intermediary Interaction of People with Intellectual Impairments	2020	long	93–102	completed; design;method;interview; design;type;descriptive; Vivien; domain;disabilities; design;participants;25	information seeking; information behavior; information needs; intellectual impairments; user-intermediary interaction	Many people with intellectual impairments experience challenges searching for information. Consequently, they rely on intermediaries (e.g. caregivers) to solve their information needs. In the field of IIR, little is known about this user-intermediary interaction. More empirical data is therefore needed, both to understand how to support the intermediaries and increase the possibilities for people with intellectual impairments to solve information needs themselves. In this study, 25 people working with adults with intellectual impairments were interviewed about the information needs of the end users and the routines for solving these needs. The purpose was to explore when and how the user-intermediary interaction occurred. According to this study, most end users had limited access to information sources, and relied almost entirely on intermediaries. Further, the technological skills among the intermediaries seemed to affect access to and use of digital devices. Few end users expressed information needs outside everyday life. Moreover, information needs were given very little attention and solving such needs were not part of the routines at most facilities.
RFPX887V	10.1145/3343413.3377974	Ahmadvand, Ali; Sahijwani, Harshita; Agichtein, Eugene	Would you Like to Talk about Sports Now? Towards Contextual Topic Suggestion for Open-Domain Conversational Agents	2020	long	83–92	completed; design;type;exploratory; Vivien; design;method;statistical tests; domain;conversational agents; design;new model; data;re-use;Amazon Alexa Prize 2018; design;method;baseline evaluation	contextual topic suggestion; conversational topic suggestion; open domain conversational agents	To hold a true conversation, an intelligent agent should be able to occasionally take initiative and recommend the next natural conversation topic. This is a challenging task. A topic suggested by the agent should be relevant to the person, appropriate for the conversation context, and the agent should have something interesting to say about it. Thus, a scripted, or one-size-fits-all, popularity-based topic suggestion is doomed to fail. Instead, we explore different methods for a personalized, contextual topic suggestion for open-domain conversations. We formalize the Conversational Topic Suggestion problem (CTS) to more clearly identify the assumptions and requirements. We also explore three possible approaches to solve this problem: (1) model-based sequential topic suggestion to capture the conversation context (CTS-Seq), (2) Collaborative Filtering-based suggestion to capture previous successful conversations from similar users (CTS-CF), and (3) a hybrid approach combining both conversation context and collaborative filtering. To evaluate the effectiveness of these methods, we use real conversations collected as part of the Amazon Alexa Prize 2018 Conversational AI challenge. The results are promising: the CTS-Seq model suggests topics with 23% higher accuracy than the baseline, and incorporating collaborative filtering signals into a hybrid CTS-Seq-CF model further improves recommendation accuracy by 12%. Together, our proposed models, experiments, and analysis significantly advance the study of open-domain conversational agents, and suggest promising directions for future improvements.
YD6KFGNK	10.1145/3343413.3377967	Barko-Sherif, Sabrina; Elsweiler, David; Harvey, Morgan	Conversational Agents for Recipe Recommendation	2020	long	73–82	design;participants;number; completed; design;method;woz; design;type;exploratory; maria; domain;conversational agents; design;task; design;method;controlled experiment;lab; design;re-use;ChefKoch.de; domain;food;recipe recommendation	conversational agents; recipe recommendation	As technology improves, the use of conversational agents to help users solve information seeking tasks is becoming ever more prevalent. To date we know little about how people behave with such systems, particularly in diverse contexts and for different tasks, their specific needs or how best to support these. By employing a Wizard of Oz (WoZ) methodology and developing a conversational framework, in this work we study how participants (n=28) interact with such a system in an attempt to solve recipe recommendation tasks. Our results are mostly encouraging for the future development of conversational agents in this context, however, they also provide insights into the complexities of building such a system that could convincingly engage with users in productive, human-like conversations.
CCKMBSPC	10.1145/3343413.3377962	Larsen, Helene Høgh; Scheel, Alexander Nuka; Bogers, Toine; Larsen, Birger	Hands-free but not Eyes-free: A Usability Evaluation of Siri while Driving	2020	long	63–72	design;method;controlled experiment; completed; design;method;interview; design;method;questionnaire; toine; design;re-use; design;method;eye-tracking; design;type;descriptive; design;share; design;method;user study; infrastructure; domain;conversational agents; design;method;observation	intelligent personal assistants; driving; ipa; siri; usability testing	Distractions while driving are a major cause of traffic accidents and chief among these is the use of mobile phones. Driver distractions typically fall into four categories-visual, cognitive, bio-mechanical, and auditory-and different technological solutions have been proposed to address these. Intelligent Personal Assistants (IPAs), such as Siri, is a recent example of such a technological solution that offers the potential for hands-free phone interaction through a voice-controlled interface. IPAs could potentially reduce visual and bio-mechanical distractions if they are usable enough to not increase a driver's cognitive load. We present the results of a controlled experiment with the aim of understanding how the use of Siri while driving compares to manual interaction in terms of usability and distractions. We also tested these two interaction types in the lab in order to understand how the main driving task influences Siri's (perceived) usability. Our study shows that Siri is not ready for every-day use in the car: interacting with Siri while driving is likely to be unsafe for most participants, especially less experienced drivers. Participants were distracted by Siri due to its over-reliance on visual feedback as well as frequent time-outs by Siri when waiting for a response from a driver occupied with the road environment. Speech recognition quality in a noisy car as well as problematic multi-lingual speech recognition in general are other issues that resulted in low usability and more cognitive distractions. While interacting with Siri may be hands-free, it does not provide an eyes-free and distraction-free experience yet.
BJ7GGJ9S	10.1145/3343413.3377978	Kiesel, Johannes; Lang, Kevin; Wachsmuth, Henning; Hornecker, Eva; Stein, Benno	Investigating Expectations for Voice-based and Conversational Argument Search on the Web	2020	long	53–62	completed; design;method;questionnaire; toine; design;re-use; design;type;descriptive; design;method;woz; design;method;user study; domain;conversational agents; infrastructure;software;Amazon Mechanical Turk; infrastructure;software;SurveyMonkey; infrastructure;software;Kialo	user study; conversational search; argument search; online survey; voice-based search	Millions of arguments are shared on the web. Future information systems will be able to exploit this valuable knowledge source and to retrieve arguments relevant and convincing to our specific need---all with an interface as intuitive as asking your friend ""Why ..."". Although recent advancements in argument mining, conversational search, and voice recognition have put such systems within reach, many questions remain open, especially on the interface side. In this regard the paper at hand presents the first study of argument search behavior. We conduct an online-survey and a focused user study, putting emphasis on what people expect argument search to be like, rather than on what current first-generation systems provide. Our participants expected to use voice-based argument search mostly at home, but also together with others. Moreover, they expect such search systems to provide rich information on retrieved arguments, such as the source, supporting evidence, and background knowledge on entities or events mentioned. In observed interactions with a simulated system we found that the participants adapted their search behavior to different types of tasks, and that up-front categorization of the retrieved arguments is perceived as helpful if this is short. Our findings are directly applicable to the design of argument search systems, not only voice-based ones.
IVTBKFFA	10.1145/3343413.3377971	ter Hoeve, Maartje; Sim, Robert; Nouri, Elnaz; Fourney, Adam; de Rijke, Maarten; White, Ryen	Conversations with Documents: An Exploration of Document-Centered Assistance	2020	long	43–52	completed; design;method;questionnaire; design;type;descriptive; Vivien; design;method;statistical tests; domain;conversational agents; design;participants;crowdsourcing; data;re-use;SQuAD2.0; design;participants;23; infrastructure;BERT; infrastructure;mturk	question answering; digital assistants; productivity; document-centered assistance	The role of conversational assistants has become more prevalent in helping people increase their productivity. Document-centered assistance, for example to help an individual quickly review a document, has seen less significant progress, even though it has the potential to tremendously increase a user's productivity. This type of document-centered assistance is the focus of this paper. Our contributions are three-fold: (1) We first present a survey to understand the space of document-centered assistance and the capabilities people expect in this scenario. (2) We investigate the types of queries that users will pose while seeking assistance with documents, and show that document-centered questions form the majority of these queries. (3) We present a set of initial machine learned models that show that (a) we can accurately detect document-centered questions, and (b) we can build reasonably accurate models for answering such questions. These positive results are encouraging, and suggest that even greater results may be attained with continued study of this interesting and novel problem space. Our findings have implications for the design of intelligent systems to support task completion via natural interactions with documents.
2TXYYZ8T	10.1145/3343413.3377968	Aliannejadi, Mohammad; Chakraborty, Manajit; Ríssola, Esteban Andrés; Crestani, Fabio	Harnessing Evolution of Multi-Turn Conversations for Effective Answer Retrieval	2020	long	33–42	design;method;controlled experiment; completed; design;type;descriptive; Vivien; domain;conversational agents; design;new model; data;re-use; MS MARCO; data;re-use;TREC-CAR 2018; data;share;https://github.com/aliannejadi/castur; data;re-use;TREC CaST 2019;https://github.com/daltonj/treccastweb/tree/master/2019/data; infrastructure;re-use;https://www.lemurproject.org/galago.php	conversational search; conversational ai; conversations; information-seeking conversations; multi-turn conversations	With the improvements in speech recognition and voice generation technologies over the last years, a lot of companies have sought to develop conversation understanding systems that run on mobile phones or smart home devices through natural language interfaces. Conversational assistants, such as Google Assistant and Microsoft Cortana, can help users to complete various types of tasks. This requires an accurate understanding of the user's information need as the conversation evolves into multiple turns. Finding relevant context in a conversation's history is challenging because of the complexity of natural language and the evolution of a user's information need. In this work, we present an extensive analysis of language, relevance, dependency of user utterances in a multi-turn information-seeking conversation. To this aim, we have annotated relevant utterances in the conversations released by the TREC CaST 2019 track. The annotation labels determine which of the previous utterances in a conversation can be used to improve the current one. Furthermore, we propose a neural utterance relevance model based on BERT fine-tuning, outperforming competitive baselines. We study and compare the performance of multiple retrieval models, utilizing different strategies to incorporate the user's context. The experimental results on both classification and retrieval tasks show that our proposed approach can effectively identify and incorporate the conversation context. We show that processing the current utterance using the predicted relevant utterance leads to a 38% relative improvement in terms of nDCG@20. Finally, to foster research in this area, we have released the dataset of the annotations.
WMBQUP3M	10.1145/3343413.3377963	Zhang, Yichi; Hu, Junbo; Zhang, Yiting; Pardo, Bryan; Duan, Zhiyao	Vroom! A Search Engine for Sounds by Vocal Imitation Queries	2020	long	23–32	design;method;controlled experiment; completed; data;re-use; design;type;explanatory; toine; infrastructure;re-use; design;method;crowdsourcing; domain;audio; data;re-use;VimSketch; infrastructure;software;Express.js; infrastructure;software;Solr; infrastructure;software;recorder.js; infrastructure;re-use;TL-IMINET; data;re-use;FreeSound.org; infrastructure;software;CloudResearch.com	siamese style convolutional recurrent neural networks; sound search; subjective evaluation; text description; vocal imitation	Traditional search through collections of audio recordings compares a text-based query to text metadata associated with each audio file and does not address the actual content of the audio. Text descriptions do not describe all aspects of the audio content in detail. Query by vocal imitation (QBV) is a kind of query by example that lets users imitate the content of the audio they seek, providing an alternative search method to traditional text search. Prior work proposed several neural networks, such as TL-IMINET, for QBV, however, previous systems have not been deployed in an actual search engine nor evaluated by real users. We have developed a state-of-the-art QBV system (Vroom!) and a baseline query-by-text search engine (TextSearch). We deployed both systems in an experimental framework to perform user experiments with Amazon Mechanical Turk (AMT) workers. Results showed that Vroom! received significantly higher search satisfaction ratings than TextSearch did for sound categories that were difficult for subjects to describe by text. Results also showed a better overall ease-of-use rating for Vroom! than TextSearch on the sound library used in our experiments. These findings suggest that QBV, as a complimentary search approach to existing text-based search, can improve both search results and user experience.
2ZU4RKEP	10.1145/3343413.3377957	Pandey, Laxmi; Alizadeh, Azar; Arif, Ahmed Sabbir	Enabling Predictive Number Entry and Editing on Touchscreen-Based Mobile Devices	2020	long	13–22	design;participants;demographics;age; completed; design;type;exploratory; design;method;user study; mark; domain;mobile search; design;participants;number;12	digits; numeric and special characters; predictive text; suggestion bar; symbols; text entry	We propose a method for accommodating predictive number entry and editing on mobile devices via the suggestion bar of a virtual keyboard. We developed a simple predictive system to demonstrate the benefit of this method. It utilizes text-based querying and regular expression to suggest the most probable next numeric actions in the suggestion bar along with word suggestions. We evaluated this method in two user studies. The first explored number entry and the second explored editing. Results revealed that the proposed method significantly increases number entry and editing speed and accuracy. It reduces the number of actions needed per task. It also significantly reduces the time and effort needed to fix errors. Subjective analysis revealed that almost all participants found the method faster, more reliable, and easier to use than the conventional method, thus wanted to keep using it on their mobile devices.
5UZUEKST	10.1145/3343413.3377965	Kandappu, Thivya; Mehrotra, Abhinav; Misra, Archan; Musolesi, Mirco; Cheng, Shih-Fen; Meegahapola, Lakmal	PokeME: Applying Context-Driven Notifications to Increase Worker Engagement in Mobile Crowd-sourcing	2020	long	3–12	completed; design;rqs; design;method;log analysis; design;type;descriptive; mark; domain;crowdsourcing	intervention techniques; mobile crowd-sourcing; notifications	In mobile crowd-sourcing systems, simply relying on people to opportunistically select and perform tasks typically leads to drawbacks such as low task acceptance/completion rates and undesirable spatial skews. In this paper, we utilize data from TASKer, a campus-based mobile crowd-sourcing platform, to empirically study and discover whether and how various context-aware notification strategies can help overcome such drawbacks. We first study worker interactions, in the absence of any notifications, to discover some spatio-temporal properties of task acceptance and completion. Based on these insights, we then experimentally demonstrate the effectiveness of two novel, non-personal, context-driven notification strategies, comparing the outcomes to two different baselines (no-notification and random-notification). Finally, using the data from the random-notification mechanism, we derive a classification model, incorporating several novel contextual features, that can predict a worker's responsiveness to notifications with high accuracy. Our work extends the crowd-sourcing literature by emphasizing the power of smart notifications for greater worker engagement.
M2VZM3TA	10.1145/3295750.3298951	Wei, Winter; Roegiest, Adam; Mikhail, Mary	From Bubbles to Lists: Designing Clustering for Due Diligence	2019	short	277–281	completed; design;method;interview; design;method;questionnaire; toine; design;type;exploratory; design;method;user study; domain;legal; design;re-use;Tesler’s Law of Conservation of Complexity; design;method;cluster analysis	user study; clustering; due diligence; mental models	In due diligence, lawyers are tasked with reviewing a large set of legal documents to identify documents and portions thereof that may be problematic for a merger or acquisition. In an effort to aid users to review more efficiently, we sought to determine how document-level clustering may help users of a due diligence system during their workflow. Following an iterative design methodology, we conducted several user studies with different versions of a document-level clustering feature consisting of three distinct phases and 27 users. We found that the interface should adapt to a user's understanding of what ""similar documents"" means so that trust can be established in the feature. Furthermore, the ability to negotiate with the underlying algorithm is facilitated by the establishment of trust. Finally, while the usage of this feature may be influenced by a user's role, it remains primarily a project management tool.
